hhid,hh_members,sex,hh_education,residence,age,altitude,Q401,Q304,Q306,Q307,Q308m,Qsou_inform,Q504,Q5231,Q5232,Q5233,Q5234,Q524,main_occupation,marital_status,Q3098n,Q3099n,Q30910n,Q30911n,food_secured
DT0100334,0,0,2,0,1,2,1,3,1,3,0,1,2,2,2,2,2,2,3,3,0,0,0,0,0
DT0100335,0,1,0,0,1,2,1,3,1,3,0,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100336,0,0,4,0,1,2,1,1,1,4,0,2,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0100337,0,0,3,0,0,2,1,1,1,3,0,2,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100338,1,1,4,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,0,0,1,0,1
DT0100339,0,1,3,0,0,2,1,1,1,3,0,2,2,2,2,2,2,1,2,1,0,0,0,0,0
DT0100341,0,0,1,0,1,2,1,1,1,3,1,2,3,2,2,2,2,1,2,4,0,0,0,0,0
DT0100342,0,0,2,0,1,2,1,1,1,3,0,1,2,2,2,2,2,2,3,4,0,0,0,0,0
DT0100343,0,0,1,0,1,2,1,1,1,3,1,3,2,1,2,2,2,1,3,3,0,0,0,0,0
DT0100345,0,1,1,0,2,2,1,1,1,3,0,2,2,2,2,2,2,2,3,4,0,0,0,0,1
DT0100346,1,1,1,0,1,2,1,2,1,3,1,0,2,2,2,2,2,2,4,1,0,1,1,1,0
DT0100350,0,0,2,0,1,2,1,3,1,2,0,0,2,1,1,2,2,2,3,4,0,0,0,0,0
DT0100351,0,1,1,0,2,2,1,3,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,0
DT0100352,0,1,2,0,2,2,1,3,1,3,1,0,5,2,2,2,2,2,4,3,0,0,1,0,1
DT0100353,1,1,2,0,1,2,1,2,4,3,1,1,4,2,2,2,2,2,4,1,0,0,0,1,0
DT0100355,0,1,1,0,1,2,1,3,1,3,1,1,2,1,2,2,2,2,2,1,0,0,0,1,0
DT0100356,0,1,1,0,2,2,1,3,1,2,1,0,5,2,2,2,2,2,3,1,0,0,1,0,1
DT0100357,0,0,0,0,1,2,1,2,1,3,1,0,2,2,2,2,2,2,3,3,0,0,1,0,1
DT0100358,1,1,4,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100360,0,1,4,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100361,0,1,3,0,0,2,1,2,1,4,1,1,5,2,2,2,2,2,4,2,0,0,0,0,1
DT0100363,0,1,3,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100365,0,1,3,0,1,2,1,2,1,4,0,1,2,2,2,2,2,2,4,1,0,0,0,0,0
DT0100366,0,0,2,0,1,2,1,1,1,3,1,0,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100368,1,1,4,0,1,2,1,1,1,3,1,3,2,2,2,2,2,1,4,1,1,0,0,1,0
DT0100369,0,0,0,0,2,2,1,1,1,2,1,0,5,1,2,2,2,2,3,3,0,0,0,0,0
DT0100370,0,0,0,0,2,2,1,1,1,3,0,1,2,1,2,2,2,2,2,4,0,0,0,0,0
DT0100372,0,0,0,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100373,0,1,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100374,0,1,4,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0100375,0,0,0,0,1,2,1,1,1,3,0,1,3,2,2,2,2,2,2,4,0,0,0,0,1
DT0100376,0,0,4,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0100377,0,1,3,0,0,2,1,1,1,4,1,1,5,2,2,2,2,2,4,2,0,0,0,0,1
DT0100378,0,1,2,0,0,2,1,1,1,3,1,2,2,2,2,2,2,1,2,1,0,0,0,0,1
DT0100379,0,0,3,0,0,2,1,1,1,3,1,2,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0100380,1,1,4,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100381,0,1,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,2,1,0,1,0,0,1
DT0100382,0,0,2,0,0,2,1,2,1,3,1,0,2,2,2,2,2,1,2,0,0,0,0,0,1
DT0100383,0,1,1,0,2,2,1,1,1,3,1,1,2,2,2,2,2,2,4,1,1,2,0,1,0
DT0100384,0,0,4,0,1,2,1,2,1,4,1,3,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0100385,0,1,2,0,2,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,1,0,0,0,0
DT0100386,0,0,3,0,1,2,1,2,1,3,1,2,2,1,2,2,2,2,4,2,0,0,0,0,0
DT0100387,0,1,3,0,0,2,1,2,1,3,1,0,2,1,2,2,2,1,3,1,0,0,1,0,0
DT0100388,0,1,4,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,4,2,0,0,0,1,0
DT0100389,0,0,0,0,2,2,1,1,1,3,1,2,5,2,2,2,2,2,2,4,0,0,0,0,1
DT0100392,0,0,0,0,2,2,1,1,3,3,1,3,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0100396,0,1,0,0,1,2,1,2,1,3,1,0,2,2,2,2,2,2,3,1,0,0,0,0,0
DT0100397,1,0,0,0,2,2,1,1,1,3,1,3,5,2,2,2,2,2,2,4,0,0,0,0,1
DT0100400,0,0,3,0,0,2,1,2,1,3,0,2,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0100401,0,0,4,0,0,2,1,1,1,3,1,2,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0100402,0,1,4,0,0,2,1,2,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100403,0,1,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100405,0,0,4,0,1,2,1,1,1,3,1,2,2,2,2,2,2,1,4,4,1,0,1,0,1
DT0100406,0,1,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100407,0,0,4,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0100410,0,0,0,0,2,2,1,1,1,3,1,0,2,1,2,2,2,2,3,4,0,0,0,0,0
DT0100412,0,0,1,0,1,2,1,1,1,3,1,0,2,1,2,2,2,2,2,3,0,0,0,0,0
DT0100413,0,0,1,0,1,2,1,1,1,3,1,2,5,1,2,1,2,2,2,3,0,0,0,1,0
DT0100414,1,1,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100415,0,1,1,0,1,2,1,1,1,2,0,1,1,2,2,2,2,2,2,1,1,1,0,0,1
DT0100416,1,1,3,0,0,2,1,1,1,3,0,0,1,2,2,2,2,2,2,1,1,1,0,1,1
DT0100417,1,1,0,0,2,2,1,1,1,4,0,2,2,2,2,2,2,2,3,4,0,0,1,0,1
DT0100418,0,1,1,0,2,2,1,1,1,3,0,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100419,0,0,1,0,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,4,0,0,0,0,0
DT0100420,0,0,0,0,2,2,1,1,1,3,0,2,3,2,2,2,2,2,4,4,0,0,0,0,1
DT0100421,0,0,0,0,2,2,1,1,1,3,1,0,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0100422,0,0,3,0,0,2,1,2,1,3,0,0,3,1,2,1,2,2,1,2,0,0,0,0,0
DT0100423,0,1,0,0,2,2,1,2,1,3,0,0,5,1,2,2,2,2,2,1,0,0,0,0,0
DT0100424,0,0,0,0,2,2,1,1,1,3,0,1,5,2,2,2,2,2,2,1,0,0,0,0,1
DT0100425,0,1,4,0,0,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,0,0,0,0,1
DT0100426,0,0,2,0,1,2,1,1,1,3,0,2,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100427,0,0,1,0,1,2,1,1,1,3,0,2,2,2,2,2,2,2,3,3,0,0,0,0,0
DT0100428,0,0,3,0,0,2,1,1,4,3,1,3,2,2,2,2,2,2,4,4,0,0,0,0,0
DT0100429,2,1,2,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100430,0,0,0,0,2,2,1,2,1,3,0,0,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0100431,0,0,2,0,2,2,1,1,1,3,1,2,5,2,2,2,2,2,4,3,0,0,0,0,1
DT0100434,1,1,1,0,1,2,1,1,1,3,0,1,1,2,2,2,2,2,2,1,1,2,1,0,1
DT0100435,1,0,3,0,0,2,1,1,1,3,0,1,2,1,1,2,2,2,3,4,0,0,0,0,0
DT0100436,0,0,3,0,0,2,1,2,1,3,0,2,2,2,2,2,2,2,3,3,0,0,0,1,0
DT0100437,0,0,0,0,1,2,1,2,1,3,1,0,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100438,1,0,2,0,0,2,1,1,1,3,0,1,2,2,2,2,2,1,3,3,0,0,0,0,1
DT0100439,1,0,0,0,1,2,1,1,1,3,1,2,2,2,2,2,2,1,2,4,1,0,0,1,1
DT0100440,0,1,3,0,0,2,1,1,1,3,0,0,2,2,2,2,2,1,3,1,0,0,0,0,0
DT0100442,0,1,0,0,2,2,1,1,1,3,0,2,5,2,1,2,2,2,4,1,0,0,1,0,0
DT0100443,0,0,1,0,1,2,1,1,1,3,1,0,2,2,2,2,1,1,3,0,0,0,1,1,0
DT0100444,1,1,3,0,0,2,1,1,1,3,0,2,2,2,2,2,2,1,3,1,0,0,0,0,0
DT0100445,0,0,0,0,1,2,1,2,1,3,0,1,2,2,2,2,2,2,3,3,0,0,0,0,0
DT0100447,1,1,1,0,2,2,1,1,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100451,0,1,4,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,1,1
DT0100452,0,0,0,0,1,2,1,1,1,3,1,1,2,1,2,2,2,1,2,3,0,0,0,0,0
DT0100453,1,1,2,0,0,2,1,1,1,4,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100455,0,0,0,0,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100456,1,1,4,0,2,2,1,1,1,3,1,3,2,2,2,2,2,1,4,1,1,0,0,0,0
DT0100457,0,0,1,0,2,2,1,1,1,3,1,0,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100459,0,0,3,0,0,2,1,2,1,3,1,0,5,2,2,2,2,2,1,2,0,0,0,0,1
DT0100460,0,1,3,0,0,2,1,1,1,3,1,2,2,2,2,2,2,1,4,0,0,0,0,0,1
DT0100461,0,0,0,0,1,2,1,3,3,2,1,0,2,1,2,2,2,2,2,3,0,0,0,0,0
DT0100462,1,0,1,0,1,2,1,1,1,3,1,3,2,2,2,2,2,1,2,4,0,0,0,0,1
DT0100463,1,1,3,0,2,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,0,0,0,0,1
DT0100466,0,0,2,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,0,2,0,0,0,0,1
DT0100467,1,0,0,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100468,0,1,4,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1
DT0100472,0,0,3,0,1,2,1,3,1,3,1,3,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0100476,1,0,1,0,2,2,1,1,1,4,1,2,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100477,1,1,4,0,1,2,1,2,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100478,0,0,4,0,0,2,1,3,1,4,1,2,2,2,2,2,2,2,3,2,0,0,0,0,1
DT0100479,0,0,4,0,1,2,1,1,1,4,1,2,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0100480,1,1,1,0,1,2,1,1,1,4,1,2,2,2,2,2,2,2,3,1,1,0,1,0,1
DT0100481,0,0,3,0,1,2,1,3,1,3,0,1,2,1,2,2,2,2,2,4,0,0,1,0,0
DT0100482,1,1,0,0,2,2,1,1,1,3,1,3,2,2,2,2,2,2,3,1,0,0,1,0,1
DT0100483,0,1,4,0,0,2,1,2,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100484,0,0,4,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0100485,0,0,2,0,1,2,1,2,1,1,1,0,2,2,2,2,2,2,2,3,0,0,0,0,1
DT0100486,0,0,0,0,2,2,1,1,1,3,1,0,2,1,2,2,2,2,2,3,0,0,0,0,0
DT0100487,0,1,0,0,0,2,1,3,1,3,1,2,2,1,2,2,2,2,2,1,0,0,1,0,0
DT0100489,0,0,0,0,1,2,1,3,1,3,0,1,5,2,2,2,2,2,2,4,0,0,0,0,1
DT0100490,0,0,0,0,2,2,1,3,1,3,1,3,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100491,0,0,1,0,2,2,1,1,1,3,0,2,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100493,0,0,0,0,1,2,1,3,1,2,1,0,2,2,2,1,2,2,3,3,0,0,0,0,0
DT0100494,0,0,4,0,1,2,1,1,1,4,1,3,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0100495,0,1,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100496,0,0,0,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,3,4,0,0,1,0,0
DT0100497,0,0,2,0,1,2,1,3,1,3,1,2,2,2,2,2,2,2,2,3,0,0,0,0,1
DT0100500,0,0,0,0,1,2,1,3,2,3,0,1,5,1,2,2,2,2,3,3,0,0,0,0,0
DT0100501,0,0,0,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,3,4,0,0,0,0,1
DT0100502,0,0,0,0,2,2,1,2,4,2,0,0,5,1,2,2,2,2,4,4,0,0,0,0,0
DT0100503,0,0,4,0,1,2,1,1,1,3,0,3,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100504,0,1,1,0,2,2,1,2,1,3,1,0,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100505,1,1,1,0,2,2,1,1,2,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100507,0,0,4,0,1,2,1,3,1,3,0,0,5,2,2,2,2,2,2,4,0,0,0,0,0
DT0100508,0,1,0,0,2,2,1,1,1,4,0,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100509,0,0,0,0,2,2,1,1,1,3,1,0,5,2,2,2,2,2,2,4,0,0,0,0,1
DT0100511,1,0,1,0,1,2,1,1,1,4,1,3,2,2,2,2,2,2,2,4,1,0,1,1,1
DT0100514,0,0,0,0,1,2,1,3,1,3,1,2,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0100515,1,0,1,0,1,2,1,2,1,3,1,0,2,1,2,2,2,2,3,4,0,0,0,0,0
DT0100516,0,0,1,0,2,2,1,2,1,3,0,0,5,1,2,2,2,2,2,3,0,0,0,0,0
DT0100517,0,0,0,0,1,2,1,2,1,3,0,2,2,1,2,2,2,2,2,4,0,0,0,0,0
DT0100520,0,1,1,0,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,1,0,0,0,0,1
DT0100522,0,0,1,0,2,2,1,1,1,3,1,2,2,1,2,2,2,2,2,4,0,0,0,0,0
DT0100523,0,0,0,0,2,2,1,1,1,3,0,0,5,1,2,2,2,1,2,4,0,0,0,0,0
DT0100525,0,1,1,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100526,0,1,3,0,2,2,1,1,1,3,0,3,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100527,0,1,3,0,1,2,1,1,1,1,1,3,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0100528,0,1,2,0,2,2,1,1,1,3,0,1,2,1,2,1,2,2,2,4,0,0,0,0,0
DT0100529,0,0,3,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,3,2,0,0,0,0,1
DT0100530,0,0,0,0,1,2,1,3,1,3,1,0,2,1,2,2,2,1,4,3,0,0,0,0,0
DT0100531,0,0,0,0,1,2,1,1,1,3,0,0,5,1,2,2,2,2,2,4,0,0,0,0,0
DT0100533,0,0,0,0,1,2,1,2,1,3,0,0,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100534,0,0,0,0,0,2,1,2,1,3,1,0,2,1,2,2,2,2,2,2,0,0,0,0,0
DT0100535,0,0,0,0,2,2,1,1,1,3,1,0,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100536,0,0,0,0,0,2,1,1,1,3,1,0,2,2,2,2,2,2,3,2,0,0,0,0,1
DT0100537,0,0,1,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100538,0,0,3,0,0,2,1,3,1,3,0,1,5,2,2,2,2,2,1,2,0,0,0,0,0
DT0100539,0,0,1,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0100540,0,0,0,0,1,2,1,1,1,3,1,1,2,2,2,2,2,2,2,4,0,0,1,0,0
DT0100541,1,1,4,0,1,2,1,1,1,3,1,3,2,2,2,2,2,1,4,1,0,0,0,0,1
DT0100543,0,0,1,0,0,2,1,2,1,2,0,0,2,1,2,2,1,2,2,0,0,0,0,0,0
DT0100545,0,1,4,0,0,2,1,1,1,3,1,3,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0100546,1,1,2,0,2,2,1,3,1,3,1,1,2,2,2,2,2,2,2,1,0,1,1,0,1
DT0100547,1,1,4,0,0,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100548,0,0,0,0,2,2,1,3,1,3,0,1,5,2,2,2,2,2,2,3,0,0,0,0,0
DT0100549,1,1,3,0,0,2,1,1,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100550,0,1,4,0,1,2,1,1,1,3,0,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100551,0,0,2,0,0,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0
DT0100552,0,0,3,0,0,2,1,3,1,3,1,1,2,1,1,2,2,1,3,1,0,0,0,0,0
DT0100555,0,0,1,0,1,2,1,1,1,3,1,1,2,2,2,2,2,2,3,4,0,0,0,0,1
DT0100558,1,1,3,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,3,1,0,0,1,0,1
DT0100559,0,0,1,0,1,2,1,3,1,3,0,0,2,2,2,2,1,2,3,3,0,0,0,0,0
DT0100560,0,0,2,0,2,2,1,3,1,3,1,0,2,1,2,2,2,2,3,3,0,0,0,0,0
DT0100561,0,1,1,0,2,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,1,0,1,0,1
DT0100562,1,1,2,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,3,1,1,0,0,0,1
DT0100563,0,0,0,0,1,2,1,1,1,3,1,1,2,2,2,2,2,1,2,4,0,0,1,0,1
DT0100567,0,0,3,0,1,2,1,1,1,4,1,2,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0100568,1,0,3,0,0,2,1,1,1,4,1,3,2,1,2,2,2,2,3,2,0,0,0,0,1
DT0100569,0,0,0,0,1,2,1,1,1,3,0,2,2,2,2,2,2,2,2,4,0,0,0,1,1
DT0100570,0,0,0,0,1,2,1,1,1,3,1,2,5,1,1,2,2,1,2,4,0,0,0,0,1
DT0100571,0,0,3,0,0,2,1,1,1,3,1,2,2,2,2,2,2,1,3,0,0,0,0,1,1
DT0100574,0,1,3,0,0,2,1,2,1,3,0,1,2,2,2,2,2,2,1,2,0,0,0,0,1
DT0100575,1,1,3,0,0,2,1,2,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100577,0,1,4,0,0,2,1,1,1,4,1,1,2,2,2,2,2,2,4,2,0,0,0,0,1
DT0100578,1,1,1,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,3,1,0,0,0,1,1
DT0100579,0,0,0,0,1,2,1,1,1,3,0,1,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100581,1,0,0,0,1,2,1,2,1,3,1,2,2,1,1,2,2,2,3,3,0,1,0,0,0
DT0100582,0,1,2,0,2,2,1,2,1,3,1,1,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100584,0,1,0,0,2,2,1,3,1,3,0,0,5,1,2,2,2,2,4,1,0,0,0,0,0
DT0100585,0,0,2,0,1,2,1,2,1,3,1,1,2,1,2,2,2,2,2,2,0,0,0,0,0
DT0100586,0,1,2,0,2,2,1,2,1,3,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0
DT0100587,1,0,0,0,1,2,1,1,1,3,0,3,2,2,2,2,2,2,2,4,1,0,1,0,1
DT0100588,0,0,0,0,2,2,1,1,1,3,0,0,2,2,2,2,2,2,0,3,0,0,0,0,1
DT0100590,0,1,2,0,1,2,1,1,1,1,1,1,2,2,2,2,2,2,4,1,0,0,1,0,1
DT0100591,0,0,0,0,1,2,1,2,1,3,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0
DT0100592,1,1,2,0,1,2,1,1,1,3,0,1,1,2,2,2,2,2,2,1,1,0,0,0,0
DT0100593,0,0,3,0,0,2,1,1,1,3,0,1,1,2,2,2,2,2,2,4,0,0,1,0,0
DT0100594,0,1,3,0,0,2,1,1,1,3,1,1,2,2,2,2,2,2,3,1,0,0,0,1,1
DT0100596,0,1,4,0,0,2,1,1,1,3,1,1,2,2,2,2,2,1,4,1,1,0,1,0,1
DT0100597,0,0,0,0,1,2,1,1,1,3,1,0,2,2,2,2,2,2,3,3,0,0,0,0,1
DT0100600,0,0,0,0,0,2,1,2,1,3,1,0,2,2,2,2,2,2,2,0,0,0,0,0,1
DT0100601,1,1,4,0,1,2,1,2,1,3,1,2,5,1,2,2,2,2,4,1,0,0,1,0,0
DT0100604,0,1,4,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100606,0,1,3,0,2,2,1,1,1,3,0,3,1,2,2,2,2,2,3,1,1,0,0,0,1
DT0100608,1,1,3,0,0,2,1,1,1,4,1,2,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100609,0,1,4,0,1,2,1,1,1,4,1,2,2,2,2,2,2,2,4,1,1,0,0,0,1
DT0100612,1,1,4,0,2,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,1,0,0,0,1
DT0100613,0,0,3,0,0,2,1,1,1,3,0,1,5,2,2,2,2,2,4,1,1,0,1,1,0
DT0100614,0,0,4,0,1,0,1,2,1,3,1,2,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0100615,0,0,0,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,2,3,0,0,0,0,1
DT0100616,0,1,4,0,1,2,1,1,1,4,1,3,2,2,2,2,2,1,4,1,0,0,0,0,1
DT0100616,0,0,4,0,1,2,1,1,1,4,1,3,2,2,2,2,2,1,4,1,0,0,0,0,1
DT0100618,0,1,4,0,1,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,1,0,1,0,1
DT0100619,0,1,0,0,2,2,1,1,1,3,1,1,3,2,2,2,2,2,4,1,1,0,1,0,1
DT0100620,1,1,4,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100621,0,0,1,0,1,2,1,1,1,3,1,2,5,2,2,2,2,2,3,4,0,0,1,0,1
DT0100622,0,1,2,0,2,2,1,1,1,3,1,0,2,2,2,2,2,1,4,4,0,0,1,0,1
DT0100623,1,1,2,0,1,2,1,1,1,3,1,1,2,2,2,2,2,1,2,1,1,2,0,1,1
DT0100625,0,0,0,0,1,2,1,2,1,3,1,1,2,2,2,2,2,2,2,3,0,0,0,0,1
DT0100627,0,0,0,0,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,4,1,0,0,0,1
DT0100628,0,1,3,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,4,4,0,0,0,0,1
DT0100629,0,0,4,0,1,2,1,1,1,3,1,2,2,2,2,2,2,1,4,3,0,0,0,1,1
DT0100630,0,1,3,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,1,0,1,0,1
DT0100631,0,1,3,0,0,2,1,2,1,3,1,1,2,2,2,2,2,2,1,2,0,0,0,0,0
DT0100632,0,0,1,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100633,1,1,4,0,1,2,1,2,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100634,1,1,3,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,3,1,0,0,1,1,1
DT0100635,0,1,4,0,1,2,1,2,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100637,0,0,3,0,1,2,1,1,1,3,0,2,3,2,2,2,2,2,2,4,0,0,0,0,1
DT0100638,0,1,3,0,1,2,1,1,1,4,1,3,2,2,2,2,2,1,4,1,1,0,0,0,1
DT0100639,2,0,0,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100640,0,1,4,0,1,2,1,1,1,3,1,2,5,2,2,2,2,1,4,1,0,0,0,0,1
DT0100641,0,0,4,0,1,2,1,1,1,4,1,2,2,2,2,2,2,2,4,3,0,0,0,0,1
DT0100643,1,1,3,0,2,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,1,0,0,0,1
DT0100644,1,1,2,0,0,2,1,1,1,3,1,1,2,2,2,2,2,1,3,1,0,0,0,0,0
DT0100645,0,1,4,0,1,2,1,1,1,3,1,2,2,2,2,2,2,1,4,1,1,0,0,1,1
DT0100646,0,1,4,0,0,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100647,1,1,4,0,1,2,1,1,1,4,1,2,2,2,2,2,2,2,4,1,0,0,0,1,1
DT0100648,0,0,0,0,1,2,1,1,1,3,1,1,2,1,1,2,2,2,3,3,0,0,0,0,0
DT0100649,0,0,0,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,2,3,0,0,0,0,1
DT0100650,1,1,1,0,1,2,1,1,1,3,0,1,1,2,2,2,2,2,2,1,0,0,0,0,1
DT0100651,0,1,4,0,0,2,1,1,1,4,1,3,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100652,1,1,3,0,1,2,1,1,1,3,1,3,2,2,2,2,2,2,4,1,1,0,0,1,1
DT0100655,0,0,0,0,2,2,1,1,1,3,1,0,2,2,2,2,2,1,2,4,0,0,0,0,1
DT0100656,0,0,0,0,2,2,1,1,1,3,0,0,2,2,2,2,2,2,2,3,0,0,0,0,1
DT0100657,1,1,4,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,4,1,0,0,0,0,1
DT0100658,1,1,0,0,1,2,1,1,1,3,1,1,2,2,2,2,2,2,3,1,0,0,0,0,1
DT0100661,0,1,4,0,1,2,1,1,1,4,1,3,2,2,2,2,2,2,4,0,0,0,0,0,1
DT0100662,0,0,1,0,1,2,1,1,1,3,1,2,2,2,2,2,2,2,2,4,0,0,0,0,1
DT0100663,0,0,2,0,1,2,1,2,1,3,0,0,2,2,2,2,2,2,3,4,0,0,0,0,0
DT0100664,1,1,1,0,1,2,1,1,1,3,0,0,1,2,2,2,2,2,2,1,1,0,0,0,0
